ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total,source_file
29/09/2022,Adult,St. Vincent's University Hospital,"2,240",462,239,373,"3,313",OpenData_IPDCNational01_2022.csv
29/09/2022,Adult,Tallaght University Hospital,"2,002",293,95,142,"2,532",OpenData_IPDCNational01_2022.csv
29/09/2022,Adult,Tipperary University Hospital,272,13,2,0,287,OpenData_IPDCNational01_2022.csv
29/09/2022,Adult,University Hospital Kerry,272,73,21,10,376,OpenData_IPDCNational01_2022.csv
29/09/2022,Adult,University Hospital Limerick,"1,613",477,100,29,"2,218",OpenData_IPDCNational01_2022.csv
29/09/2022,Adult,University Hospital Waterford,"2,947",861,329,829,"4,965",OpenData_IPDCNational01_2022.csv
29/09/2022,Adult,Wexford General Hospital,612,229,105,24,970,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Beaumont Hospital,12,8,10,2,32,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Cavan General Hospital,28,4,0,0,32,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Children's Health Ireland,"2,678","1,141",535,805,"5,159",OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Cork University Hospital,111,24,16,13,165,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Galway University Hospitals,194,86,46,78,404,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Letterkenny University Hospital,49,16,10,18,93,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Mercy University Hospital,47,25,2,4,78,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Midland Regional Hospital Mullingar,31,4,2,0,37,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Midland Regional Hospital Tullamore,165,11,0,0,176,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,National Orthopaedic Hospital Cappagh,224,71,16,16,327,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Our Lady of Lourdes Hospital Drogheda,27,15,0,2,44,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Portiuncula University Hospital,26,15,0,0,41,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Royal Victoria Eye and Ear Hospital,70,17,2,2,91,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Sligo University Hospital,202,33,13,13,262,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,Small Volume Hospitals,61,8,4,2,76,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,South Infirmary Victoria University Hospital,161,22,2,2,188,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,University Hospital Kerry,21,6,0,0,27,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,University Hospital Limerick,98,18,16,4,137,OpenData_IPDCNational01_2022.csv
29/09/2022,Child,University Hospital Waterford,89,20,6,9,125,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Bantry General Hospital,82,25,16,0,123,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Beaumont Hospital,"3,540","1,234",474,128,"5,375",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Cavan General Hospital,433,56,0,0,489,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Connolly Hospital Blanchardstown,"1,161",238,11,0,"1,410",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Coombe Women and Infants University Hospital,138,33,31,10,212,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Cork University Hospital,826,282,142,254,"1,503",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Cork University Maternity Hospital,449,77,19,44,589,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Croom Orthopaedic Hospital,381,40,4,7,432,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Ennis Hospital,315,39,2,0,356,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Galway University Hospitals,"5,249","2,057",850,"2,018","10,173",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Kilcreene Regional Orthopaedic Hospital,403,67,2,0,472,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Letterkenny University Hospital,"1,515",353,210,457,"2,535",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Louth County Hospital,350,46,0,0,396,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Mallow General Hospital,136,13,8,4,161,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Mater Misericordiae University Hospital,"3,558",870,527,825,"5,779",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Mayo University Hospital,691,214,45,190,"1,140",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Mercy University Hospital,496,191,89,48,823,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Midland Regional Hospital Mullingar,401,242,141,56,840,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Midland Regional Hospital Portlaoise,221,73,49,50,393,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Midland Regional Hospital Tullamore,903,238,75,117,"1,333",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Naas General Hospital,185,61,8,13,267,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,National Orthopaedic Hospital Cappagh,"1,511",311,34,25,"1,881",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Nenagh Hospital,328,6,2,0,336,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Our Lady of Lourdes Hospital Drogheda,513,114,8,0,635,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Our Lady's Hospital Navan,776,95,22,9,902,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Portiuncula University Hospital,383,162,33,6,584,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Roscommon University Hospital,380,127,42,70,619,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,914",374,52,23,"2,363",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Sligo University Hospital,"1,968",702,337,375,"3,382",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,South Infirmary Victoria University Hospital,"2,253",701,276,230,"3,459",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,St. Columcille's Hospital,448,114,48,30,640,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,St. James's Hospital,"2,808","1,044",529,"1,175","5,555",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,St. John's Hospital Limerick,549,162,10,0,721,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,St. Luke's General Hospital Kilkenny,433,138,61,11,643,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,St. Michael's Hospital,742,166,35,10,953,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,St. Vincent's University Hospital,"2,408",441,239,374,"3,461",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Tallaght University Hospital,"1,907",302,111,124,"2,444",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Tipperary University Hospital,230,19,0,0,249,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,University Hospital Kerry,292,67,8,6,373,OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,University Hospital Limerick,"1,688",433,76,36,"2,232",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,University Hospital Waterford,"2,880",898,364,824,"4,966",OpenData_IPDCNational01_2022.csv
27/10/2022,Adult,Wexford General Hospital,588,204,119,27,938,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Beaumont Hospital,13,6,10,5,34,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Cavan General Hospital,20,2,0,0,22,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Children's Health Ireland,"2,807","1,155",599,799,"5,360",OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Cork University Hospital,108,26,16,14,163,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Galway University Hospitals,199,79,46,72,395,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Letterkenny University Hospital,40,14,14,13,80,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Mercy University Hospital,50,19,2,0,71,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Midland Regional Hospital Mullingar,40,8,2,0,50,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Midland Regional Hospital Tullamore,172,4,0,0,176,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,National Orthopaedic Hospital Cappagh,189,87,18,17,311,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Our Lady of Lourdes Hospital Drogheda,39,17,0,0,55,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Portiuncula University Hospital,23,13,0,0,36,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Royal Victoria Eye and Ear Hospital,85,21,2,2,110,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Sligo University Hospital,205,39,10,14,267,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,Small Volume Hospitals,62,8,4,2,75,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,South Infirmary Victoria University Hospital,176,24,4,2,205,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,University Hospital Kerry,23,6,0,0,29,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,University Hospital Limerick,114,23,13,4,153,OpenData_IPDCNational01_2022.csv
27/10/2022,Child,University Hospital Waterford,125,25,4,8,161,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Bantry General Hospital,76,33,19,0,128,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Beaumont Hospital,"3,859","1,248",328,109,"5,543",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Cavan General Hospital,398,23,0,0,421,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Connolly Hospital Blanchardstown,"1,193",259,19,0,"1,471",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Coombe Women and Infants University Hospital,157,40,29,13,239,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Cork University Hospital,805,281,149,240,"1,474",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Cork University Maternity Hospital,359,76,23,32,490,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Croom Orthopaedic Hospital,408,7,2,0,417,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Ennis Hospital,318,37,0,0,355,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Galway University Hospitals,"4,976","2,056",826,"1,941","9,798",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Kilcreene Regional Orthopaedic Hospital,457,45,2,0,504,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Letterkenny University Hospital,"1,586",368,214,341,"2,509",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Louth County Hospital,398,20,2,0,420,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Mallow General Hospital,168,12,6,2,188,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Mater Misericordiae University Hospital,"3,566",829,517,869,"5,780",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Mayo University Hospital,635,164,32,112,943,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Mercy University Hospital,479,186,93,41,798,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Midland Regional Hospital Mullingar,401,197,131,62,791,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Midland Regional Hospital Portlaoise,198,92,39,53,382,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Midland Regional Hospital Tullamore,810,229,45,83,"1,167",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Naas General Hospital,189,51,13,14,267,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,National Orthopaedic Hospital Cappagh,"1,565",349,40,26,"1,980",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Nenagh Hospital,393,6,0,0,399,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Our Lady of Lourdes Hospital Drogheda,551,121,7,0,679,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Our Lady's Hospital Navan,866,98,18,4,986,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Portiuncula University Hospital,394,155,36,2,587,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Roscommon University Hospital,387,131,31,57,606,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,905",505,64,36,"2,510",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Sligo University Hospital,"1,907",681,356,324,"3,268",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,South Infirmary Victoria University Hospital,"2,349",736,283,238,"3,605",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,St. Columcille's Hospital,373,106,36,41,556,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,St. James's Hospital,"3,036","1,121",515,"1,138","5,809",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,St. John's Hospital Limerick,555,119,6,2,682,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,St. Luke's General Hospital Kilkenny,418,145,63,16,642,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,St. Michael's Hospital,703,158,23,9,893,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,St. Vincent's University Hospital,"2,413",466,233,378,"3,489",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Tallaght University Hospital,"1,857",336,100,148,"2,441",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Tipperary University Hospital,257,23,0,0,280,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,University Hospital Kerry,287,38,9,2,336,OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,University Hospital Limerick,"1,714",490,68,15,"2,286",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,University Hospital Waterford,"2,891",924,389,841,"5,044",OpenData_IPDCNational01_2022.csv
24/11/2022,Adult,Wexford General Hospital,576,204,135,15,930,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Beaumont Hospital,32,8,4,5,48,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Children's Health Ireland,"2,892","1,326",648,861,"5,728",OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Cork University Hospital,115,22,15,19,170,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Galway University Hospitals,215,83,56,72,426,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Letterkenny University Hospital,44,15,13,8,80,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Mercy University Hospital,28,16,2,0,45,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Midland Regional Hospital Mullingar,41,6,4,0,50,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Midland Regional Hospital Tullamore,133,16,0,0,149,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,National Orthopaedic Hospital Cappagh,175,89,19,16,299,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Our Lady of Lourdes Hospital Drogheda,50,28,0,0,77,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Portiuncula University Hospital,41,4,4,0,48,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Royal Victoria Eye and Ear Hospital,87,29,0,2,117,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Sligo University Hospital,183,49,13,13,258,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,Small Volume Hospitals,82,10,0,2,93,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,South Infirmary Victoria University Hospital,164,27,6,2,200,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,University Hospital Kerry,26,4,0,0,30,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,University Hospital Limerick,122,21,11,2,156,OpenData_IPDCNational01_2022.csv
24/11/2022,Child,University Hospital Waterford,120,34,6,10,169,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Bantry General Hospital,90,31,23,2,146,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Beaumont Hospital,"4,185","1,300",67,0,"5,552",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Cavan General Hospital,276,0,0,0,276,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Connolly Hospital Blanchardstown,"1,271",191,0,0,"1,462",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Coombe Women and Infants University Hospital,124,34,6,5,169,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Cork University Hospital,788,279,148,231,"1,447",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Cork University Maternity Hospital,430,73,16,34,553,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Croom Orthopaedic Hospital,223,0,0,0,223,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Ennis Hospital,267,19,0,0,286,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Galway University Hospitals,"4,952","2,086",796,"1,875","9,710",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Kilcreene Regional Orthopaedic Hospital,476,59,2,0,537,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Letterkenny University Hospital,"1,409",276,223,306,"2,214",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Louth County Hospital,392,2,0,0,394,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Mallow General Hospital,179,16,6,0,201,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Mater Misericordiae University Hospital,"3,615",851,523,925,"5,914",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Mayo University Hospital,632,141,26,94,893,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Mercy University Hospital,492,179,77,40,789,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Midland Regional Hospital Mullingar,415,124,51,14,604,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Midland Regional Hospital Portlaoise,173,81,23,39,316,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Midland Regional Hospital Tullamore,854,289,49,60,"1,252",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Naas General Hospital,193,53,2,4,252,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,National Orthopaedic Hospital Cappagh,"1,545",346,51,18,"1,960",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Nenagh Hospital,462,4,0,0,466,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Our Lady of Lourdes Hospital Drogheda,531,161,0,0,692,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Our Lady's Hospital Navan,881,78,0,0,959,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Portiuncula University Hospital,501,138,20,2,662,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Roscommon University Hospital,362,147,36,59,604,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,954",448,67,35,"2,504",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Sligo University Hospital,"1,862",759,322,310,"3,253",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,South Infirmary Victoria University Hospital,"2,323",785,267,267,"3,643",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,St. Columcille's Hospital,372,122,27,38,559,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,St. James's Hospital,"3,243","1,128",513,"1,107","5,992",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,St. John's Hospital Limerick,655,79,0,0,734,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,St. Luke's General Hospital Kilkenny,490,175,64,22,751,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,St. Michael's Hospital,748,159,14,8,930,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,St. Vincent's University Hospital,"2,536",530,196,387,"3,650",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Tallaght University Hospital,"2,200",340,96,132,"2,769",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Tipperary University Hospital,262,32,2,0,296,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,University Hospital Kerry,246,36,0,0,283,OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,University Hospital Limerick,"1,841",589,0,0,"2,431",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,University Hospital Waterford,"3,092",988,433,868,"5,382",OpenData_IPDCNational01_2022.csv
22/12/2022,Adult,Wexford General Hospital,548,177,141,28,894,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Beaumont Hospital,29,4,0,0,33,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Children's Health Ireland,"3,502","1,362",742,872,"6,477",OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Cork University Hospital,97,27,14,19,156,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Galway University Hospitals,259,83,43,73,457,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Letterkenny University Hospital,37,17,12,8,73,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Mercy University Hospital,60,9,7,0,76,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Midland Regional Hospital Mullingar,38,9,0,0,47,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Midland Regional Hospital Tullamore,123,34,0,0,157,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,National Orthopaedic Hospital Cappagh,181,87,17,16,301,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Our Lady of Lourdes Hospital Drogheda,42,10,0,0,52,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Portiuncula University Hospital,38,6,2,0,46,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Royal Victoria Eye and Ear Hospital,96,20,0,2,118,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Sligo University Hospital,198,37,15,8,257,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,Small Volume Hospitals,70,6,0,0,75,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,South Infirmary Victoria University Hospital,154,30,6,2,191,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,University Hospital Kerry,26,7,0,0,33,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,University Hospital Limerick,181,25,0,0,206,OpenData_IPDCNational01_2022.csv
22/12/2022,Child,University Hospital Waterford,147,35,14,8,203,OpenData_IPDCNational01_2022.csv
30/01/2025,Adult,Bantry General Hospital,210,28,16,25,279,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Beaumont Hospital,"5,109","2,875",767,486,"9,236",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Cavan General Hospital,368,19,11,2,401,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Connolly Hospital Blanchardstown,"1,395",91,0,0,"1,486",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Coombe Women and Infants University Hospital,133,29,5,2,170,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Cork University Hospital,"1,019",372,155,133,"1,680",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Cork University Maternity Hospital,539,95,10,1,645,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Croom Orthopaedic Hospital,603,4,0,0,607,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Ennis Hospital,465,112,9,0,586,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Galway University Hospitals,"6,151","2,573",987,"1,287","10,999",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Kilcreene Regional Orthopaedic Hospital,602,145,2,0,749,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Letterkenny University Hospital,"1,475",170,65,71,"1,781",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Louth County Hospital,696,28,0,0,724,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Mallow General Hospital,278,123,51,26,477,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Mater Misericordiae University Hospital,"4,680","1,270",428,858,"7,236",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Mayo University Hospital,793,106,24,6,929,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Mercy University Hospital,704,94,19,4,821,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Midland Regional Hospital Mullingar,589,109,58,2,757,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Midland Regional Hospital Portlaoise,327,43,36,20,426,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Midland Regional Hospital Tullamore,"1,240",359,13,0,"1,613",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Naas General Hospital,238,53,4,0,295,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,National Orthopaedic Hospital Cappagh,"1,637",366,23,2,"2,029",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Nenagh Hospital,897,463,18,0,"1,378",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Our Lady of Lourdes Hospital Drogheda,640,246,90,2,978,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Our Lady's Hospital Navan,885,102,2,2,991,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Portiuncula University Hospital,484,118,58,8,668,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Roscommon University Hospital,389,141,98,56,684,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Rotunda Hospital,201,41,17,15,274,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Royal Victoria Eye and Ear Hospital,"1,978",575,293,143,"2,989",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Sligo University Hospital,"1,699",600,253,175,"2,726",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,South Infirmary Victoria University Hospital,"2,433",932,382,518,"4,265",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,St. Columcille's Hospital,266,49,41,2,358,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,St. James's Hospital,"3,178","1,284",510,516,"5,487",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,St. John's Hospital Limerick,576,158,12,0,746,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,St. Luke's General Hospital Kilkenny,514,116,43,58,731,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,St. Michael's Hospital,963,256,41,31,"1,290",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,St. Vincent's University Hospital,"2,850",724,206,298,"4,078",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Tallaght University Hospital,"2,963",885,336,220,"4,403",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Tipperary University Hospital,324,45,9,0,377,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,University Hospital Kerry,383,36,2,0,421,OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,University Hospital Limerick,"1,606",709,339,96,"2,750",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,University Hospital Waterford,"2,704",910,413,852,"4,879",OpenData_IPDCNational01_2025.csv
30/01/2025,Adult,Wexford General Hospital,671,94,32,22,819,OpenData_IPDCNational01_2025.csv
30/01/2025,Child,Beaumont Hospital,3,2,0,0,5,OpenData_IPDCNational01_2025.csv
30/01/2025,Child,Cavan General Hospital,14,1,0,0,15,OpenData_IPDCNational01_2025.csv
30/01/2025,Child,Children's Health Ireland,"3,075","1,434",781,877,"6,167",OpenData_IPDCNational01_2025.csv
30/01/2025,Child,Cork University Hospital,215,111,59,30,414,OpenData_IPDCNational01_2025.csv
30/01/2025,Child,Cork University Maternity Hospital,3,0,0,0,3,OpenData_IPDCNational01_2025.csv
30/01/2025,Child,Croom Orthopaedic Hospital,1,0,0,0,1,OpenData_IPDCNational01_2025.csv
30/01/2025,Child,Ennis Hospital,9,1,0,0,10,OpenData_IPDCNational01_2025.csv
